Gene,SDI
EMB,3.94174421
SLCO6A1,0
PPARGC1B,3.24363985
MROH2B,3.82627268
EGFLAM,3.89325028
PRRC1,1.79263606
NADK2,1.47083869
UGT3A1,2.9603534
CAPSL,0
JMY,4.75943922
OR2Y1,0
UBE2QL1,1.98275907
ATPSCKMT,1.99594016
CMBL,1.99992492
POU5F2,0
DNAJC21,1.87994238
AFAP1L1,3.97706594
GRPEL2,2.61069737
TMEM171,0
TMEM174,1.99205705
LSM11,4.49318646
POC5,4.72367467
GPR151,2.76517713
STARD4,0
WDR36,3.49396443
NUDCD2,4.63201353
UBLCP1,1.72112764
ACOT12,0
SHROOM1,6.92099983
ADAT2,1.97249986
RIPPLY2,0
IRAK1BP1,2.61667046
CLVS2,4.47993703
TAAR9,1.98266541
TAAR1,1.98266541
STXBP5,6.87775514
NCOA7,1.86341255
HINT3,1.86907763
PACRG,5.94141234
B3GAT2,1.99950007
SDHAF4,2.70452043
CD109,5.95190975
RAET1E,2.98458357
PM20D2,1.95715773
SRSF12,0.98611738
HUS1B,2.59282875
TRIM40,0
TRIM40,0
TRIM40,0
TRIM40,0
TRIM40,0
TRIM40,0
TRIM40,0
TRIM40,0
MUCL3,0
MUCL3,0
MUCL3,0
MUCL3,0
MUCL3,0
TMEM270,0
TRIM50,0
OR9A2,1.98266541
OR9A2,1.98266541
LLCFC1,0
TMEM139,0
NOBOX,0
NOBOX,0
"",0
OR2A14,0
OR6B1,0
OR6B1,0
OR2F2,0
OR2F2,0
ZNF786,0
COL26A1,5.95213536
PRSS37,3.73133882
KLF14,0
SSMEM1,0
MTPN,4.84822581
LRGUK,3.92335218
ASB10,2.61026656
PRSS58,1.99950781
PRSS58,1.99950781
MPLKIP,6.41099991
SSC4D,2.96058901
C7orf31,1.94578572
ASZ1,1.90616937
CLDN23,2.99379197
CLDN23,2.99379197
ZNF572,0
GOT1L1,0
CIBAR1,4.81581345
VPS37A,6.56360201
NDUFAF6,2.52508959
TMEM68,1.84815186
ABRA,2.94818109
LYPD2,2.98458357
NKX2-6,0
TMEM71,1.99987951
SGCZ,4.9516849
ADHFE1,1.47083869
UBXN2B,3.60772328
PXDNL,1.99828907
GPAT4,3.9094737
UNC5D,2.93608116
LETM2,1.99955205
RALYL,0
HGSNAT,4.82366377
RNF183,1.99990361
NACC2,4.27094467
C9orf116,0
CARNMT1,1.94162869
C9orf57,0
C9orf135,2.96797461
LCN8,0
DIPK1B,1.99205705
PIP5KL1,2.96580935
TAF1L,1.55368251
PTPDC1,2.75424746
PRSS47,1.70705006
ARID3C,2.96454026
RPP25L,0
OR13C5,0
OR13C8,0
OR13C3,0
OR13C4,0
OR13F1,2.91761833
OR1L8,0
OR1N2,0
OR1N1,0
SLITRK4,1.98266541
PASD1,2.51370737
DCAF12L1,0
DGKK,1.93488498
DNAAF6,0
PWWP3B,0
AMER1,3.88540169
APOOL,3.95878907
HDX,0
FUNDC1,1.30043141
ADGRG4,1.72692763
PTCHD1,1.98266541
UPRT,1.86907763
FOXR2,0
PNCK,2.61667046
ZFP92,0
ACTRT1,1.86907763
GPR119,2.98999877
RBMXL3,0
DOCK11,0
SPIN4,1.97950538
RPS4Y2,0
KRTAP13-1,1.98717466
TCP10L,3.45643434
RNF113B,0
MUC17,5.8736145
ASB11,0
ASB5,0
ASB6,0
ASB7,0
ASB8,0
ASB9,1.73010826
MYL6B,4.60857428
ZNF358,0
MYO3B,2.9669612
RNF32,1.96858123
APOBEC3D,2.83736976
S100A16,4.97824315
CHODL,3.8362145
DEFB104A,0
DEFB104A,0
TCEAL2,0
SELENOM,2.2954192
NEK7,4.52567204
ZFP28,0
ACTRT2,1.86907763
GATA5,2.50135649
SLC32A1,11.64070864
BPIFA2,1.97755717
ZBTB46,0
WFDC3,0
GCNT7,1.99950007
NOL4L,1.97950538
CBLN4,2.94911035
CTCFL,1.86907763
TRIM69,3.68744185
TRIM69,3.68744185
BRI3BP,2.94081132
SOGA1,1.83440665
RIMS4,6.72267521
SUN5,5.73069696
MACROD2,2.76624962
DYNLL2,10.70240858
TMEM37,0
UBE2F,0
ADAMTS14,0
NRSN1,5.88524656
SMCR8,4.76583063
SMCR8,4.76583063
RPL10L,5.88450382
TRPM6,3.79583306
KRT72,2.99639993
SRXN1,0
ROMO1,3.71523507
NEURL2,0
WFDC10A,0
BANF2,1.86907763
NANP,0
DEFB127,0
ISM1,0
WFDC6,0
CST11,3.90207288
DEFB129,0
ZNF280B,0
ZNF280B,0
SIRPA,5.89433768
PABPC5,4.64031567
SREK1,2.17149459
RBBP8NL,1.99976342
CNBD2,0
STK35,3.59816816
R3HDML,1.70705006
DCANP1,1.86907763
MIB2,3.59903691
SLC34A3,5.8745508
ITLN2,0
RAB40A,1.98283847
ASB15,0
ASB14,0
ASB12,1.88273543
ACSM6,0
SAMD8,6.63993668
LIPJ,0
TRUB1,2.58962642
MPP7,4.92640979
FRMPD2,3.97193185
VTI1A,16.27708281
DYDC1,1.96135444
EIF5AL1,1.89685969
HECTD2,0
FGFBP3,1.70705006
SYT9,6.82020248
LDLRAD3,1.98266541
PSMA8,6.45322613
OR52B4,1.98266541
OR52I2,1.98266541
OR51E1,1.98266541
XRRA1,3.42033301
MUC15,3.99061622
C11orf94,0
FAM76B,0
SESN3,3.88264247
PIWIL4,3.5664724
ARHGAP42,0
POGLUT3,0
LAYN,3.9875122
PLEKHA7,5.97922312
,0
SPTY2D1,0
TMEM86A,1.84815186
OR10A5,1.98266541
OR2AG1,0
DNHD1,1.99962962
PRICKLE1,2.8645124
AMDHD1,0
SLC2A14,2.98595749
,0
BCDIN3D,2.61026656
ALG10B,3.91518918
GLIPR1L2,1.9977004
RFLNA,2.67928912
ZNF664,0
LINC00477,0
ETFRF1,0
CPNE8,1.99978034
TMEM120B,2.95206349
CFAP251,2.57615364
GLT1D1,1.99733796
TSPAN19,0
BEST3,1.99653346
E2F7,2.63122853
KRT80,2.85820484
CFAP54,0
A2ML1,1.83440665
C12orf66,1.99992482
FBXL14,2.62079191
RAD9B,1.61603279
PHETA1,4.38358515
LACC1,0
HNRNPA1L2,2.73181044
,1.99984027
B3GLCT,1.99205705
LINC02691,0
RDH12,1.97216965
GSC,2.79400095
SERPINA12,1.99804604
PRIMA1,3.96733507
PRIMA1,3.96733507
MIPOL1,0
SLC38A6,1.74820254
ARMH4,0
PTGR2,0
FAM161B,2.88721218
ISM2,0
CEP128,2.81751049
TTC7B,1.96798985
LRFN5,1.9977004
TERB2,1.90362764
C2CD4A,0
LYSMD4,0
C15orf61,0
HAPLN3,0
MESP2,0
TMCO5A,0
NRG4,4.93290028
LINC00052,0
TTBK2,6.82401126
CDAN1,5.80621736
SLC38A8,0
VWA3A,0
OTOA,4.8944381
ZFP90,0
CARMIL2,9.76844356
CMTM4,0
CMTM2,1.9977004
BEAN1,0
TEKT5,1.98470094
RNF151,1.86907763
FBXL16,1.94644613
C16orf92,0
GSG1L,2.98839334
IL34,1.70705006
ZNF597,1.61745951
BICDL2,0
TMED6,5.32272003
ZNF785,0
ZNF688,0
PRSS36,1.9940426
C16orf89,2.99838329
MGAT5B,2.88604298
TOM1L2,1.99960481
TEPSIN,8.57656046
RBFOX3,2.92832564
CD300LF,1.98266541
C17orf77,0
DNAH2,3.77261878
RTN4RL1,8.8414343
SLC47A2,1.98266541
CFAP52,1.98024686
PIK3R6,4.86961794
ODF4,1.98266541
SLFN13,1.42333674
SLC35G3,0
UNC45B,0
CD300LG,4.729852
KIF18B,9.99919092
EME1,4.15571125
TMEM199,6.5979094
DHRS13,1.92196312
NOTUM,1.99981318
TMC8,7.76984743
TRIM16L,1.96798985
WIPF2,5.83793543
KRT25,2.99602929
TMEM99,0
SCGB1C1,0
C18orf15,0
CCBE1,2.87700159
CBLN2,0
DSG4,3.82215817
APCDD1,0
VSIG10L,2.90052886
SPACA6,0
ZNF480,2.81650798
ZNF534,0
ZNF578,1.86907763
ERVV-1,0
SMIM17,0
C19orf18,1.99980452
ZNF418,0
ZNF417,0
ZNF548,0
KLC3,5.82195659
IGSF23,0
LYPD4,2.98458357
ZNF560,0
TMEM190,2.99054392
HIPK4,1.86907763
TMC4,1.99996281
TMC4,1.99996281
TMC4,1.99996281
TMC4,1.99996281
TMC4,1.99996281
TMC4,1.99996281
TMC4,1.99996281
TMC4,1.99996281
TMC4,1.99996281
TMC4,1.99996281
ZNF524,0
ZNF784,1.61745951
ZNF563,0
SPC24,4.69668914
KASH5,5.88977265
DACT3,0
SIX5,2.70285551
IGFL2,0
ZNF420,0
ZNF565,0
NLRP4,0
ZNF542P,0
ZNF582,0
ZNF583,0
FAM98C,0
CAPN12,0
DPY19L3,1.99948183
TICAM1,3.75483142
ZNRF4,1.99205705
ZNF599,0
FAM187B,0
CILP2,0
ZNF558,0
CDC42EP5,5.77379408
CDC42EP5,5.77379408
CDC42EP5,5.77379408
CDC42EP5,5.77379408
ZNF98,0
ZNF738,0
ZNF714,0
ZNF681,0
ATP8B3,4.91495442
DIRAS1,0
ZNF555,0
ZNF569,0
ZNF570,0
SYT6,6.95670419
CREB3L4,7.25126552
BROX,1.99880257
SAMD11,0
C1orf52,0
PHF13,1.61745951
CIART,1.69762243
TLCD4,0
NBPF4,0
UBE2U,1.80747214
SLC35F3,0
HJV,6.69966173
"",0
FAM163A,0
OVAAL,0
B3GALNT2,5.64419537
B3GALNT2,5.64419537
MFSD4A,0
PM20D1,0
SLC30A7,5.72007521
KNCN,7.92847969
GLIS1,0
NBPF12,0
LELP1,1.96195718
RC3H1,0.84066848
DCDC2B,3.66353628
ZNF362,0
DCST1,1.98266541
CNIH3,7.90100204
MANEAL,1.99950007
IL23R,3.86833479
METTL11B,0
SHISA4,0
EXOC8,7.81749229
PDIK1L,1.61745951
BNIPL,2.61026656
CLDN19,5.95412336
C1orf210,3.84774155
RNF187,3.66240179
RNF187,3.66240179
PYHIN1,1.99960351
FAM71A,0
ADIG,3.89506438
WFDC5,0
PRNT,0
SHLD1,1.47448121
COMMD7,1.6575048
BPIFB4,1.9940426
LIPI,1.99386981
ABCC13,2.85393962
LCA5L,0
IGSF5,3.98590255
SIK1,2.8304118
SLC9B1,2.98962203
CCT8L2,0
XKR3,1.98266541
AIFM3,4.27277342
RIMBP3C,3.66420068
HSCB,3.39884949
HORMAD2,2.74347383
DUSP18,3.76132423
CHADL,1.00352946
MEI1,0
PHETA2,4.38358515
NFAM1,2.99249285
PNPLA5,3.80509669
TTL,0
CKAP2L,3.34782396
TEKT4,3.93699146
SMYD1,1.86907763
OTOS,0
COPS9,4.42814043
OR6B3,1.98266541
COMMD1,8.28350595
PROM2,13.74914569
ANKAR,0
FBXO41,0
TTC30B,2.88655031
GPAT2,4.76379504
ITPRIPL1,1.84815186
RAB6D,1.92078353
FAM117B,0
TCF23,0
SEPTIN10,6.28464753
KANSL1L,0.62733658
PLB1,3.79583306
ZNF385B,1.72031909
ERFE,2.83811816
ARL6IP6,0
METTL21A,2.98231611
CCNYL1,1.93488498
PPP1R1C,0
SGO2,5.5672839
SLC38A11,0
SLC23A3,0
GPBAR1,2.96797461
RMDN2,5.72930347
GDF7,0
SLC16A14,1.72692763
MSL3P1,1.25029578
ASPRV1,0
UPP2,1.98841355
GPR155,1.99980452
DTX3L,8.64189467
TAFA4,0
SGO1,7.03706694
PPM1L,2.9965376
LRRC34,1.97590249
CPNE9,2.95188972
DPPA2,0
CCDC80,1.43998719
BTLA,1.98266541
PPP4R2,4.78138107
XXYLT1,0
RNF38,2.86718489
GLIPR2,2.95429809
ROPN1B,1.98024686
CMC1,0
NEK10,0
CCDC50,0
PYDC2,1.86907763
SPICE1,1.85165644
CMTM8,3.99187158
CCDC13,4.79415905
FGD5,7.70026267
CNTN4,3.98316495
IGSF11,1.98266541
ZNF827,1.79395999
SH3D19,2.97278462
NFXL1,2.95613076
NIPAL1,1.84815186
PAQR3,2.88604298
SHISA3,1.99205705
MGAT4D,4.60598639
ZNF595,0
JAKMIP1,4.95088668
THAP6,0
ODAPH,0
KLB,1.84172926
"",0
FAM53A,0
PPM1K,1.47083869
TRMT44,0
RASGEF1B,2.65606657
DAB2IP,11.54936325
SLC38A9,6.7397003
SLC36A2,3.99185581
CREBRF,2.08001096
CEP120,1.28558002
TMEM167A,1.99950007
MBLAC2,0
TMEM161B,0
SRFBP1,2.98361229
ZMAT2,0
MARVELD2,7.92141764
MARVELD2,7.92141764
C5orf38,0
IRX2,0
BTNL9,2.8596958
ARSK,1.99981318
FAM81B,0
TTC23L,3.71915163
FAM71B,0
PRELID2,0
SH3RF2,0
RNF145,1.99205705
SNRNP48,2.85714531
CNKSR3,2.97372634
RAET1L,3.98873524
SLC2A12,4.85778723
MBOAT1,1.99205705
PNLDC1,3.84652984
RNF217,3.76846576
NKAIN2,1.98266541
KHDC3L,0
CFAP206,2.77157265
CCDC167,0
ABCA13,4.89299001
BMT2,2.96002188
,0
CLEC2L,0
FMC1,0
AMOT,11.82989299
VKORC1L1,2.87518539
AMOTL1,6.92938001
IQUB,1.98918625
KCTD7,2.68058802
C7orf66,0
TMEM213,0
GIMAP8,2.85312717
ZNF425,1.86907763
ZNF746,1.86907763
ATP6V0E2,4.92773895
,0
SLC2A7,1.98266541
VPS37D,3.27310196
NSUN5P1,0
AGR3,1.2452292
PRAG1,2.96470442
PEBP4,1.99693076
CDCA2,2.93650479
TMEM65,3.99291685
RDH10,6.88844147
ANKRD46,0
ESCO2,9.30412467
LRATD2,1.93488498
C8orf37,5.87474731
FAM87A,0
TDRP,3.36428321
,1.99762007
TDH,0
TDH,0
TMEM74,3.82544279
FAM91A1,0
CLVS1,4.47993703
NKX6-3,0
KCNU1,2.90839318
SBSPON,0
CAMSAP1,2.55899047
LINGO2,0
MAMDC4,0
LCN6,0
AK8,2.96422445
,3.95037388
OR1Q1,1.98266541
TTLL11,2.9827363
RASEF,1.26202785
TRMT10B,0
SAXO1,5.6680125
FREM1,1.99940074
SPAAR,2.73196879
ZNF483,0
ZNF782,0
PRUNE2,0
CBLL2,0
FMR1NB,0
FAAH2,1.99976074
ZXDB,0
MOSPD2,3.90107134
ARHGAP36,0
AKAP14,1.98492798
RHOXF1,0
AWAT1,1.99205705
AWAT2,1.99205705
ZDHHC15,3.61033356
USP51,0
TCEAL6,0
H2BW1,1.95297645
HSFY2,1.86907763
RBMY1F,1.69762243
NKX2-3,0
SLC35G1,2.97889485
CFAP58,1.99840694
SLC5A12,3.92798631
DEUP1,1.77686089
PATE1,0
LDHAL6A,1.99984027
TMTC2,2.87518539
CLEC12A,3.84110722
CLECL1,1.98266541
TMTC3,1.99990361
C12orf50,0
ALDH1L2,3.69644891
LMNTD1,2.9439388
DENND5B,1.99962367
TAMALIN,3.94829217
SLC5A8,3.92798631
PPTC7,0
CCDC63,0
DGKH,2.90326063
GPR180,0
STOML3,3.97155367
TMEM229B,0
SYNE3,8.65955895
CLEC14A,2.99316887
FITM1,0.91607901
FITM1,0.91607901
REM2,0
TMEM30B,4.86282372
MDGA2,2.98458357
EML5,3.90285497
STRC,2.86497901
TBC1D21,2.97697799
DNAAF4,5.82323575
OTUD7A,2.61026656
SPRED1,4.87870089
ADAL,0
EXD1,1.99730756
ZFPM1,4.80121842
ADAD2,2.80922132
ITPRIPL2,0
ZFP1,0
MFSD6L,0
SLFN5,0
NAGS,1.47083869
RETREG3,0
TMEM92,2.90052886
PHOSPHO1,1.99980786
TRPV3,2.9272868
SLC16A11,3.85919469
FBXO39,0
SPPL2C,4.36349707
SPPL2C,4.36349707
SPPL2C,4.36349707
KRT28,2.99602929
ZNF519,0
C18orf54,0
ELOA3,0
ZNF836,0
ZNF610,0
ZNF600,0
ZNF320,0
ZNF497,1.61745951
ZNF550,0
ZNF296,0
DEDD2,0
ZNF846,0
OR7D2,0
ZNF579,0
ZNF791,0
ZNF564,1.61745951
ZNF709,0
ZNF433,0
ZNF114,1.99049944
ZNF567,0
ZNF383,2.81407997
ZNF781,0
EID2,1.95966563
ZNF780B,0
ZNF780B,0
LGI4,1.70705006
SYNE4,1.85548463
ZNF676,0
ZNF100,0
ZNF100,0
ZNF540,4.37655952
GBP6,0
PLPPR5,1.74820254
FNDC7,0
DENND1B,3.78597463
TDRD5,1.29390474
TOR1AIP2,3.82901977
CALML6,1.86907763
IFNLR1,2.91422182
CYP4Z2P,0
CITED4,2.75424746
LEXM,0
SPRR4,2.80122491
KANK4,3.44039253
SASS6,4.18855158
SDE2,0
CNST,6.90890769
PAQR7,1.98266541
UBL4B,0
WFDC13,0
APCDD1L,0
LRRN4,0
TTLL9,2.96856199
CCDC116,1.94578572
CABP7,3.97312418
TMPRSS6,3.96275227
APOBEC3H,2.83736976
WBP2NL,3.9395551
TTLL8,4.83794239
DAW1,1.96938362
LONRF2,0
ADGRF3,0
TEX44,0
OXER1,1.98266541
FAM171B,0
C1QL2,1.97339174
UBXN2A,2.58523225
CLEC4F,0
DQX1,1.95192875
PARP15,0
SPTSSB,2.75961221
DNAJB8,1.94162869
GPR156,1.98266541
XIRP1,2.92629927
RNF168,5.8678371
CHST13,1.99950007
PRICKLE2,1.97425941
SPATA5,1.74326765
BBS12,0
DCLK2,1.97201879
ADGRA3,1.98118507
TRIM60,0
FREM3,3.73107127
MMAA,0
ZBTB49,4.68303427
TIGD2,0
RBM46,0
SGMS2,4.82770593
MIER3,2.8946182
UGT3A2,1.99965439
TENT2,1.98552197
DCP2,6.74490566
NIM1K,2.8304118
LIX1,0
ZNF366,0
PRSS35,0
LCA5,3.86681092
OLIG3,0
TXLNB,0
DACT2,0
ZNF92,0
GALNTL5,2.97135457
ZNF679,0
RNF133,1.99205705
CDC14C,6.66570556
THAP5,0
PKD1L1,4.84987571
GIMAP7,4.18822119
ZNF467,0
BHLHA15,0
BMPER,0
ZNF800,0
SLC30A8,7.63948878
COL22A1,3.94565519
SNX31,1.99956223
TMEM64,1.99990361
ZNF596,0
IDO2,1.24285218
KCNV2,2.94027811
OLFML2A,0
TMEM252,0
QSOX2,5.86613031
GLIS3,0
"",0
ZNF169,0
SPIN3,1.97950538
SUPT20HL2,1.9999262
TCEANC,0
ZCCHC12,0
ARX,0
FAM170B,1.60736249
TMEM273,0
FUT11,1.99964912
OIT3,0
PWWP2B,0
SSBP4,0
CLEC4C,4.41963718
DHX36,5.70225135
HTR3C,4.90852349
GIMAP1,3.76379852
GPHA2,0
COMMD6,1.86907763
PSORS1C2,0
PSORS1C2,0
PSORS1C2,0
PSORS1C2,0
PSORS1C2,0
PSORS1C2,0
NUDT10,2.61026656
ADAMTS15,2.93838544
ADAMTS16,0
ADAMTS17,0
ADAMTS18,0
COX7B2,1.99672626
GSX2,0
KCNG3,3.96614634
PPP1R18,1.86907763
PPP1R18,1.86907763
PPP1R18,1.86907763
PPP1R18,1.86907763
PPP1R18,1.86907763
PPP1R18,1.86907763
PPP1R18,1.86907763
ZNF525,0
ZNF431,0
ZNF721,0
ZNF384,0
ADAMTS19,0
ASXL1,3.34398731
SYNPO2,7.79536891
SPACA4,3.98843592
RHOV,9.59817252
UBE2L5,0
NLRP6,2.97936192
ZNF675,1.94162869
CLYBL,0
FAM9A,1.46342549
FAM9B,1.60946697
FAM9C,0
SPTSSA,2.75961221
PTCRA,0
POLR3H,5.72746102
ABHD3,1.98266541
PGAM5,2.94081132
B3GNT6,4.75768514
HIGD2A,2.94763863
KRT24,2.99602929
CYS1,3.94898642
AGO3,9.824088
AGO4,8.88788763
SCAMP5,8.74710575
SDR16C5,7.83225836
ZNF367,1.61745951
ANTXRL,2.93608116
PLPP4,1.74820254
MPZL3,0
IMMP1L,1.81902943
OR56B4,1.98266541
KRT78,3.97665676
RILPL2,5.84233889
DNAH10,3.90354944
DNAH10,3.90354944
AMN1,0
DTX3,0
ZFC3H1,3.93200821
MYRFL,2.96286571
PLBD2,1.99916411
EEF2KMT,2.77954856
PIANP,3.90653469
DCP1B,4.74818415
DCP1B,4.74818415
ANO6,8.87176074
ARID2,1.99406618
METTL21C,1.99847248
VSTM4,1.99148342
PAOX,1.94311062
FAM24B,0
ADCY4,4.93282627
ADCY4,4.93282627
GRAMD2A,0
LCTL,3.93081696
UBR1,3.4747177
PATL2,3.90393023
LDHD,1.6697435
FCSK,0
MLKL,2.68058802
ZNF778,0
ACSF3,1.47083869
EME2,1.98367813
NLRC3,3.3573758
NSMCE1,4.46614521
ZNF48,0
DZIP1L,2.80369074
TTC21A,1.99850347
MCEMP1,3.84110722
ZNF627,0
DAND5,1.70705006
ZNF585A,0
U2AF1L4,4.21602696
ZNF626,0
ADM5,0
LCE4A,1.96195718
ALG14,2.94439179
FAM76A,0
FYB2,1.9799565
TMEM201,3.83878733
TMEM61,0
CYP4Z1,2.97111404
FAAP20,4.48392672
CDCP2,0
SLC5A9,1.99978034
CC2D1B,2.0511703
NBPF11,0
NUDT17,1.79456764
TXLNA,3.87054787
PLD5,0
SPAG17,2.93673869
KRTCAP2,1.99762007
CRTC2,3.87368159
IBA57,1.47083869
FAM209A,2.99674449
RNF215,3.93473549
APOBEC3A,1.86907763
APOBEC3F,4.81266517
FOXD4L1,0
CFAP221,1.9360821
VWA3B,0
CREG2,2.70021782
TET3,4.26282772
GKN2,1.9953845
TEX37,1.86907763
ANKRD23,4.92959527
APLF,3.82279897
PIKFYVE,8.61642375
KRTCAP3,0
FAM237A,0
TMEM17,3.67271546
SPRED2,2.96611007
TIGD1,0
ALG1L,0
KCTD6,1.90342808
LIPH,1.99804604
ARL13B,5.96669557
DHFR2,2.4194034
HTR3D,4.90852349
RPL22L1,0
SLC51A,4.91683192
FBXO45,5.91856773
KLHDC8B,1.93627169
MUC20,5.78325349
MUC20,5.78325349
MUC20,5.78325349
MUC20,5.78325349
MUC20,5.78325349
MUC20,5.78325349
MUC20,5.78325349
GABRR3,7.94135194
CEP112,3.96847851
DHRS7C,2.88105581
TVP23C,0
CENPV,5.53097889
FLCN,7.77266343
PLD6,1.99972451
ARHGAP27,5.66722747
ARHGAP27,5.66722747
ARHGAP27,5.66722747
ZNF385C,0
SAMD14,3.96491737
SLC16A13,3.90509945
SPEM2,0
SPEM2,0
CENPX,3.04031362
LRRC45,3.95274213
SLC39A11,6.85558041
TRIM65,2.81650798
UNC13D,9.51872842
RDM1,3.48366559
RDM1,3.48366559
SPNS3,0
FBXO15,0
RAB12,9.42387053
ZBTB7C,0
ZNF584,0
ZSCAN4,1.84964488
HACD2,2.13725004
STT3B,3.94043526
DNAH12,3.90354944
PDE12,0
DENND6A,3.56561267
TIGIT,0
C4orf46,0
SLC10A4,1.98266541
TIGD4,0
TMEM154,0
SMIM14,2.87518539
TMEM192,10.29251645
PRIMPOL,1.84465653
TAPT1,5.84279185
SPATA24,3.57856014
DNAJC18,0
DNAJC18,0
RANBP3L,3.80474116
CCDC125,0
CCDC125,0
GAPT,1.98266541
CMYA5,1.90342808
STK32A,0
TCTE1,2.9328067
KHDRBS2,0
TMEM184A,7.42763279
ADCK5,0
ADCK5,0
TSNARE1,2.98230846
TUBB,10.87060716
TUBB,10.87060716
TUBB,10.87060716
TUBB,10.87060716
TUBB,10.87060716
TUBB,10.87060716
TUBB,10.87060716
TUBB,10.87060716
R3HCC1,0
PRSS55,1.99962367
PRSS55,1.99962367
HTRA4,0
ADAM32,0
ADAM32,0
LGI3,3.98136839
TMEM268,0
C9orf72,14.65798599
NAIF1,4.71237079
CCDC107,0
,0
ANKS6,1.96938362
SUSD3,1.98266541
CT83,2.98595749
RTL3,0
NRK,0
INTS6L,0
ZNF449,0
VMA21,4.85420424
TMEM31,0
CDY2B,0
ANO5,4.96188532
CERS3,3.82901977
PDILT,0
HIPK1,6.36952909
SLC44A5,1.98266541
AMER3,0
MTLN,0
C2orf69,0
DIPK2A,2.93384686
SENP5,2.25891168
USF3,0
LVRN,2.96797461
SLC36A1,4.80280254
DHRSX,0
SAMD9L,1.86184742
AMER2,0
ATAD3C,0
USP12,0
PLAC9,0
MTIF3,0
GSX1,0
OR8U1,1.98266541
OR4C16,0
OR4C11,0
OR4S2,0
OR4C6,0
OR5D14,1.98266541
OR5L1,1.98266541
OR5D18,1.98266541
OR5AS1,1.98266541
OR8K5,1.98266541
OR5T2,3.88013093
OR5T2,3.88013093
OR8H1,1.98266541
OR8H1,1.98266541
OR8K3,1.98266541
OR8K3,1.98266541
OR8J1,1.98266541
OR8J1,1.98266541
OR5R1,1.98266541
OR5M3,1.98266541
OR5M8,1.98266541
OR5M11,1.98266541
OR5AR1,1.98266541
LRRC55,1.58148515
SMTNL1,6.35775696
YPEL4,0
MED19,2.2532988
FOLH1B,2.98182781
CABCOCO1,2.96695092
TMEM26,0
ENKUR,1.98288024
ARMC3,0
UNC5B,2.96465544
STOX1,6.59215828
FAM241B,0
TYSND1,3.85803478
ZNF25,0
GJD4,1.99217392
CCNY,3.87379075
RTKN2,0
TBATA,0
C11orf45,0
HYLS1,7.72694785
TMEM218,1.99915501
SLC37A2,2.71290208
OR8B12,1.98266541
OR8G5,1.98266541
OR10G8,0
OR10G9,0
OR10S1,0
OR6T1,3.88013093
OR4D5,0
TBCEL,1.86907763
TLCD5,0
MRPL21,1.89366683
TPCN2,3.86145433
SPATA19,0
OR6Q1,0
OR9I1,1.98266541
OR9Q1,1.98266541
OR9Q2,1.98266541
OR1S2,0
OR1S1,0
OR10Q1,1.98266541
OR5B17,1.98266541
OR5B21,1.98266541
GLYATL2,1.07389846
MPEG1,0
OR5A2,1.98266541
OR5A1,1.98266541
OR4D6,0
OR4D11,0
PATL1,5.61853227
OOSP2,0
OOSP2,0
MS4A15,0
VWCE,1.9940426
CYB561A3,2.95674853
GDPD4,0
DDIAS,1.86907763
LTO1,1.84306256
"",2.98956522
LRTOMT,2.98956522
CBY2,3.77321469
SKA1,3.85834328
SKA1,3.85834328
CFAP53,0
,0
DOK6,0
ATOH7,0
HEPACAM,3.99361912
TIGD3,0
CCDC89,1.86907763
RNF152,2.876727
,1.43344439
ZNF438,2.81650798
SLC16A9,1.72692763
MARCHF8,5.69425846
MARCHF8,5.69425846
ZNF22-AS1,0
HNRNPA3,7.79313137
ZNF485,1.61745951
RASGEF1A,0
REEP3,2.98676324
JMJD1C,3.74516353
UCMA,2.95554809
RPP38-DT,0
FAM171A1,0
SLC39A12,2.99835027
NSUN6,1.24285218
ARL5B,3.57349007
LRRN4CL,0
HNRNPUL2,2.8946182
ALKBH3,3.57747775
EEF1AKMT1,0
SKA3,3.67174071
MICU2,4.62759266
SPATA13,5.87874154
CPNE2,3.94878203
ADGRG5,2.76517713
PRSS54,1.70705006
CES5A,1.70705006
CES5A,1.70705006
AK9,4.63845825
FAM162B,0
TBC1D32,1.96938362
BEND6,0
GSTA5,1.99992492
OPN5,1.72692763
ADGRF4,0
ADGRF5,4.87386149
TDRD6,1.85969149
RSPH9,2.55885941
KIF6,3.86651376
TMEM217,2.66209199
"",2.66209199
FGD2,8.74545818
PI16,1.70705006
C6orf89,5.92457791
ARMC12,0
SMIM29,0
LEMD2,7.4617221
ZBTB9,0
ZBTB9,0
ZBTB12,0
ZBTB12,0
ZBTB12,0
ZBTB12,0
ZBTB12,0
H2AC1,4.72915822
KDM1B,2.79724788
RBM24,2.81650798
RNF182,1.99915953
PHACTR1,3.97250131
SMIM13,0
SYCP2L,1.70421772
ZSCAN25,0
FAM200A,2.98705218
VWDE,1.98267346
PRPS1L1,1.99968666
POLR1F,2.7660072
SP8,0
JAZF1,3.93179121
GPC2,6.91239096
BRAT1,3.87837875
SDK1,3.96733507
FOXK1,2.75424746
MMD2,2.98283488
DAGLB,4.94978045
CCZ1B,3.84380787
THSD7A,2.98458357
VSTM2A,2.99601944
TMED4,5.32272003
RSBN1L,0
ELAPOR2,0
LRWD1,9.15101105
FAM185A,0
FBXL13,3.94817176
NAPEPLD,8.7686864
CDHR3,4.94034826
