Gene	HIPred
C18orf54	0.123297259
DCC	0.736296356
MEX3C	0.703416526
TCF4	0.831385493
DYNAP	0.17343317
FECH	0.589421332
SMAD4	0.831385493
POLI	0.48246637
ATP8B1	0.596810639
ST8SIA3	0.836621523
NARS	0.64767915
NEDD4L	0.824708164
CCDC68	0.123297259
GRP	0.327343971
KIAA1468	0.672696948
MC4R	0.465901136
RNF152	0.382602245
SEC11C	0.833167911
CCBE1	0.349588096
MALT1	0.852899194
CPLX4	0.456811279
RAX	0.718427122
ZNF532	0.575360596
ZCCHC2	0.422169268
ALPK2	0.145488262
CDH20	0.782939255
PMAIP1	0.460647643
AC015989.2	0.123297259
PHLPP1	0.638582647
BCL2	0.79961127
PIGN	0.250911236
TNFRSF11A	0.597105265
LMAN1	0.591040134
SERPINB2	0.444709003
CDH7	0.771454096
DOK6	0.875350475
SERPINB7	0.146139458
SERPINB8	0.207846448
SERPINB5	0.476268589
SERPINB11	0.146139458
DSEL	0.465840608
SERPINB12	0.111908376
KDSR	0.595059097
HMSD	0.179693475
CCDC102B	0.123297259
VPS4B	0.75617367
SERPINB13	0.111908376
SERPINB4	0.111908376
SERPINB3	0.111908376
SERPINB10	0.146139458
CDH19	0.186852723
TMX3	0.492040008
CYB5A	0.57174778
CNDP1	0.227699697
TIMM21	0.333396554
CNDP2	0.426189721
ZADH2	0.250911236
RTTN	0.492040008
CD226	0.273053437
RP11-321M21.3	0.146139458
SOCS6	0.653748095
ZNF407	0.334357202
CBLN2	0.651181638
NETO1	0.836621523
TSHZ1	0.72829324
FAM69C	0.30538255
FBXO15	0.493340611
GALR1	0.711530507
NFATC1	0.824708164
CTDP1	0.748882174
SALL3	0.805681705
PQLC1	0.349588096
MBP	0.671314299
KCNG2	0.272162974
RBFA	0.123297259
ZNF236	0.575333595
ZNF516	0.554481149
ATP9B	0.426189721
SMIM21	0.123297259
ADNP2	0.338317394
TXNL4A	0.785640359
PARD6G	0.830946863
MADCAM1	0.295138627
ODF3L2	0.1311391
THEG	0.211082637
CDC34	0.713102221
MIER2	0.480755687
FSTL3	0.31858325
POLRMT	0.146139458
OR4F17	0.186891869
PPAP2C	0.45445922
SHC2	0.575230479
PALM	0.477809876
GZMM	0.146139458
MISP	0.123297259
HCN2	0.806020379
FGF22	0.196595117
PRSS57	0.146139458
RNF126	0.595059097
TPGS1	0.272162974
BSG	0.587698996
GRIN3B	0.47189948
PTBP1	0.782960892
KISS1R	0.366955459
PRTN3	0.371950239
POLR2E	0.472577304
GPX4	0.231108725
WDR18	0.782960892
MED16	0.703963399
SBNO2	0.575333595
R3HDM4	0.325380534
CFD	0.212742656
LPPR3	0.489934981
TMEM259	0.672696948
ELANE	0.593939602
ABCA7	0.144167379
AZU1	0.179693475
STK11	0.782960892
ARID3A	0.831385493
CNN2	0.529801667
HMHA1	0.732913554
RPS15	0.482745528
ADAMTSL5	0.170125708
C19orf25	0.152543604
MBD3	0.77079457
ATP5D	0.625320554
C19orf26	0.146139458
NDUFS7	0.69566071
GAMT	0.169639766
PLK5	0.179693475
MIDN	0.332483917
REEP6	0.196595117
DAZAP1	0.661956608
CIRBP	0.833167911
APC2	0.856568098
EFNA2	0.679902017
PCSK4	0.169639766
MUM1	0.309447348
UQCR11	0.146139458
DOT1L	0.824708164
ABHD17A	0.354114771
TCF3	0.703963399
REXO1	0.372698843
JSRP1	0.219635889
OAZ1	0.368648678
KLF16	0.505683362
ATP8B3	0.179693475
AMH	0.219635889
CSNK1G2	0.72829324
SCAMP4	0.291500628
PLEKHJ1	0.352803349
BTBD2	0.782960892
ADAT3	0.382602245
MOB3A	0.400384277
AP3D1	0.601077437
MKNK2	0.563732088
SF3A2	0.831385493
IZUMO4	0.146139458
ZNF77	0.111908376
ZNF554	0.111908376
SGTA	0.672696948
GNG7	0.72395277
TLE2	0.594703972
LMNB2	0.69566071
TMPRSS9	0.219123349
GADD45B	0.806949258
LSM7	0.746234119
ZNF556	0.111908376
SLC39A3	0.458951801
ZNF57	0.111908376
C19orf35	0.180262446
DIRAS1	0.626859963
THOP1	0.447972327
TLE6	0.251397103
TIMM13	0.79617542
ZNF555	0.111908376
AES	0.721651435
TJP3	0.275012761
FZR1	0.816371083
GNA11	0.762403488
MFSD12	0.218534321
NCLN	0.684573174
GIPC3	0.384370744
RAX2	0.215463996
TBXA2R	0.357783467
CELF5	0.725238085
HMG20B	0.628975391
DOHH	0.49455452
MRPL54	0.170952082
S1PR4	0.542237163
APBA3	0.440754175
PIP5K1C	0.792072892
GNA15	0.774626613
NFIC	0.774301469
CACTIN	0.72829324
FSD1	0.66476655
STAP2	0.146139458
ZFR2	0.207279682
MPND	0.267443687
DAPK3	0.799537539
EEF2	0.782960892
EBI3	0.181705475
ANKRD24	0.280968875
NMRK2	0.263579309
MAP2K2	0.824708164
PIAS4	0.782960892
CCDC94	0.628975391
ATCAY	0.77392292
SHD	0.207062483
TMIGD2	0.123297259
MATK	0.735934734
SIRT6	0.67593658
CREB3L3	0.169639766
SEMA6B	0.563471615
PLIN3	0.314050645
TICAM1	0.594074547
DPP9	0.767620981
PLIN5	0.179693475
PLIN4	0.146139458
KDM4B	0.774301469
C19orf10	0.248114496
SAFB2	0.370007098
TNFAIP8L1	0.661526442
UBXN6	0.745582581
LRG1	0.146139458
HDGFRP2	0.72829324
SAFB	0.742861331
SH3GL1	0.75617367
PTPRS	0.743732572
ZNRF4	0.203408599
CHAF1A	0.734163761
ARRDC5	0.146139458
RANBP3	0.735136092
FUT6	0.236151457
C19orf70	0.170125708
RPL36	0.799537539
NDUFA11	0.111908376
VMAC	0.139342904
MLLT1	0.824708164
ACER1	0.351971358
FUT5	0.186891869
CAPS	0.146139458
PRR22	0.146139458
DUS3L	0.275452256
CLPP	0.598731279
FUT3	0.290178984
NRTN	0.505683362
LONP1	0.661956608
RFX2	0.72829324
ACSBG2	0.17343317
HSD11B1L	0.237914741
CATSPERD	0.233205885
SH2D3A	0.180262446
VAV1	0.774626613
PSPN	0.146139458
CRB3	0.26062572
CD70	0.187832981
GPR108	0.228539303
EMR1	0.123297259
TNFSF14	0.642735183
GTF2F1	0.764716923
TNFSF9	0.256986439
TUBB4A	0.500838995
ALKBH7	0.239198908
TRIP10	0.693781972
SLC25A23	0.493449748
SLC25A41	0.179693475
C3	0.639925539
KHSRP	0.831385493
DENND1C	0.321442127
PEX11G	0.28195098
PNPLA6	0.563471615
ZNF557	0.111908376
MCOLN1	0.563471615
ZNF358	0.622059047
ARHGEF18	0.332020491
MBD3L3	0.186891869
RETN	0.179693475
CAMSAP3	0.717357159
PCP2	0.170125708
TRAPPC5	0.470843643
INSR	0.743839204
C19orf45	0.247176453
STXBP2	0.473265588
C19orf59	0.145488262
XAB2	0.80907917
FCER2	0.340754777
CCL25	0.203408599
CD320	0.146139458
RPS28	0.527827442
ELAVL1	0.816371083
CLEC4M	0.138881207
TIMM44	0.74495703
AC010336.1	0.215463996
SNAPC2	0.508349061
LRRC8E	0.429452002
NDUFA7	0.146139458
CLEC4G	0.285495073
EVI5L	0.610090971
FBN3	0.427022785
CD209	0.111908376
CERS4	0.169639766
MAP2K7	0.774626613
CTXN1	0.546332002
ANGPTL4	0.170125708
ZNF317	0.523677766
OR7G3	0.158249199
HNRNPM	0.747748911
ZNF414	0.146139458
Mar-02	0.502599657
OR2Z1	0.146139458
OR7G1	0.111908376
OR7D2	0.111908376
MYO1F	0.636561334
RAB11B	0.748812795
OR7G2	0.111908376
MBD3L1	0.123297259
ACTL9	0.272162974
KANK3	0.285495073
PRAM1	0.16872409
ZNF558	0.1311391
OR1M1	0.170125708
ADAMTS10	0.693386316
ZNF846	0.111908376
OLFM2	0.714798927
OR7E24	0.123297259
ZNF560	0.111908376
PIN1	0.712356687
UBL5	0.50947082
FBXL12	0.718693078
ZNF121	0.251804739
ZNF561	0.174001515
RDH8	0.196595117
ZNF699	0.111908376
OR7D4	0.111908376
ZNF812	0.111908376
ZNF266	0.111908376
ZNF426	0.148215801
ZNF562	0.174001515
ZNF559	0.111908376
COL5A3	0.576708257
ZNF177	0.111908376
EIF3G	0.831385493
MRPL4	0.575230479
PDE4A	0.710803688
ICAM3	0.39768368
CDC37	0.806311309
ZGLP1	0.171636716
PPAN	0.172807097
DNMT1	0.831385493
C19orf66	0.61672318
P2RY11	0.146139458
TYK2	0.636561334
ANGPTL6	0.207913831
S1PR2	0.468020469
FDX1L	0.162425831
PPAN-P2RY11	0.172807097
KEAP1	0.764716923
RAVER1	0.700975537
ICAM4	0.285495073
ICAM1	0.493340611
DOCK6	0.465840608
TMED1	0.28195098
SPC24	0.550606132
ATG4D	0.37917918
CARM1	0.831385493
SLC44A2	0.554481149
YIPF2	0.170125708
AP1M2	0.64561969
LDLR	0.485596061
KRI1	0.645629585
SMARCA4	0.661956608
DNM2	0.774626613
ILF3	0.816371083
C19orf80	0.123297259
C19orf52	0.354114771
QTRT1	0.350801736
CDKN2D	0.620194554
KANK2	0.484736234
S1PR5	0.438338101
ACP5	0.428644806
RAB3D	0.335331529
PRKCSH	0.414402038
ZNF491	0.111908376
TMEM205	0.322805315
ELOF1	0.515755296
EPOR	0.552085578
ELAVL3	0.789073229
DKFZP761J1410	0.571837127
ZNF441	0.259323955
ZNF627	0.273409843
CCDC159	0.123297259
ZNF823	0.217686594
CNN1	0.809006751
RGL3	0.241154462
TSPAN16	0.146139458
CCDC151	0.274280727
ECSIT	0.503514946
SWSAP1	0.146139458
ZNF653	0.655530214
ZNF625	0.217686594
ZNF844	0.111908376
ZNF700	0.111908376
ZNF799	0.132359073
ZNF490	0.273409843
ZNF439	0.111908376
ZNF443	0.111908376
ZNF442	0.111908376
ZNF878	0.111908376
ZNF440	0.111908376
ZNF20	0.153875649
ZNF788	0.111908376
ZNF563	0.111908376
ZNF433	0.111908376
ZNF763	0.111908376
ZNF709	0.259323955
ZNF136	0.148215801
ZNF44	0.111908376
ZNF69	0.111908376
ZNF564	0.196652114
FBXW9	0.272162974
C19orf43	0.70647347
ZNF791	0.32590726
ASNA1	0.685321391
DHPS	0.428754389
KLF1	0.460647643
JUNB	0.70647347
HOOK2	0.523128211
BEST2	0.478272885
MAST1	0.789073229
PRDX2	0.497220546
WDR83	0.389227211
TNPO2	0.774626613
GCDH	0.527594507
RNASEH2A	0.722600996
MAN2B1	0.274280727
DNASE2	0.246505558
SYCE2	0.273053437
WDR83OS	0.453822047
RTBDN	0.219635889
CALR	0.831385493
CACNA1A	0.732158303
IER2	0.33848387
NANOS3	0.186891869
MRI1	0.170125708
FARSA	0.638883173
PODNL1	0.170125708
NFIX	0.714798927
DAND5	0.123297259
LYL1	0.391872078
TRMT1	0.427630723
CCDC130	0.70209074
ZSWIM4	0.627284646
CC2D1A	0.546634793
C19orf53	0.231108725
C19orf57	0.145488262
RAD23A	0.764716923
GADD45GIP1	0.460647643
NACC1	0.571837127
STX10	0.215463996
RFX1	0.839585781
CD97	0.35600394
ASF1B	0.722600996
CLEC17A	0.198080674
TECR	0.72829324
PKN1	0.611052096
DDX39A	0.685321391
LPHN1	0.714798927
SAMD1	0.198833391
PRKACA	0.839585781
GIPC1	0.627972543
IL27RA	0.48793909
NDUFB7	0.231108725
DNAJB1	0.805930316
RLN3	0.207846448
DCAF15	0.661956608
PTGER1	0.459433138
OR7C2	0.111908376
SLC1A6	0.809411645
OR7A5	0.111908376
OR7C1	0.111908376
SYDE1	0.661956608
BRD4	0.831385493
WIZ	0.658267796
OR7A17	0.111908376
AKAP8L	0.731391132
CASP14	0.146139458
OR7A10	0.111908376
ZNF333	0.148215801
EMR2	0.186891869
AKAP8	0.658267796
EPHX3	0.207846448
CCDC105	0.272162974
NOTCH3	0.715312243
EMR3	0.182144865
ILVBL	0.37917918
OR1I1	0.146139458
OR10H2	0.139342904
CYP4F2	0.111908376
PGLYRP2	0.187832981
CYP4F12	0.111908376
OR10H4	0.111908376
CALR3	0.196595117
CYP4F11	0.138881207
EPS15L1	0.75617367
AP1M1	0.824708164
RAB8A	0.824708164
CYP4F22	0.28348875
KLF2	0.750652254
OR10H5	0.111908376
RASAL3	0.34837997
CIB3	0.453822047
CYP4F3	0.1311391
TPM4	0.760786474
OR10H1	0.25535503
FAM32A	0.621100485
OR10H3	0.111908376
SMIM7	0.132359073
NR2F6	0.716405332
F2RL3	0.244530007
ANKLE1	0.123297259
BABAM1	0.696943998
OCEL1	0.146139458
SIN3B	0.74495703
C19orf44	0.123297259
CPAMD8	0.43630448
MRPL34	0.337342232
NWD1	0.123297259
SLC35E1	0.398944288
MYO9B	0.792072892
USE1	0.490926236
TMEM38A	0.390232295
USHBP1	0.123297259
CHERP	0.852899194
MED26	0.518653154
ABHD8	0.72829324
HAUS8	0.27831313
B3GNT3	0.284429759
MAP1S	0.594074547
SLC27A1	0.519549906
RPL18A	0.782960892
PGLS	0.231108725
FCHO1	0.565754771
JAK3	0.693781972
FAM129C	0.153042644
UNC13A	0.622939706
COLGALT1	0.476227701
SLC5A5	0.59142375
PLVAP	0.209607884
MVB12A	0.456701487
NXNL1	0.340101391
DDA1	0.782960892
GTPBP3	0.427630723
INSL3	0.146139458
ANO8	0.613231182
BST2	0.153042644
PDE4C	0.522324622
JUND	0.599986732
IFI30	0.152543604
ELL	0.824708164
LSM4	0.72829324
KIAA1683	0.16872409
ISYNA1	0.514947891
FKBP8	0.782960892
GDF15	0.247176453
CCDC124	0.327873588
PIK3R2	0.743216276
MAST3	0.680501699
MPV17L2	0.248114496
RAB3A	0.685321391
ARRDC2	0.438828826
SSBP4	0.468691528
KCNN1	0.714798927
PGPEP1	0.389227211
LRRC25	0.370007098
IL12RB1	0.366373122
HOMER3	0.72829324
CRLF1	0.484708399
COPE	0.773705661
CERS1	0.317846656
UBA52	0.743489385
ARMC6	0.196595117
GDF1	0.285495073
CRTC1	0.672696948
DDX49	0.383790761
UPF1	0.824708164
KLHL26	0.431918889
TMEM161A	0.228539303
C19orf60	0.180262446
KXD1	0.297090203
MEF2BNB-MEF2B	0.373871475
TMEM59L	0.256532162
SLC25A42	0.661956608
SUGP2	0.313711941
MEF2B	0.373871475
SUGP1	0.774626613
YJEFN3	0.123297259
RFXANK	0.662099898
GMIP	0.594703972
ZNF14	0.111908376
ATP13A1	0.563471615
LPAR2	0.668925405
PBX4	0.167412758
NDUFA13	0.1311391
CILP2	0.666776061
HAPLN4	0.670481682
NR2C2AP	0.355243832
TM6SF2	0.196595117
TSSK6	0.398944288
ZNF101	0.111908376
MAU2	0.672696948
CTC-260F20.3	0.111908376
NCAN	0.369299114
GATAD2A	0.782960892
ZNF429	0.111908376
ZNF100	0.111908376
ZNF486	0.148215801
ZNF43	0.148215801
ZNF208	0.111908376
ZNF737	0.148215801
ZNF714	0.111908376
ZNF90	0.111908376
ZNF430	0.111908376
ZNF738	0.148215801
ZNF708	0.218273506
ZNF493	0.111908376
ZNF506	0.111908376
ZNF253	0.111908376
ZNF66	0.111908376
ZNF85	0.148215801
ZNF682	0.111908376
ZNF431	0.132359073
ZNF93	0.111908376
ZNF626	0.111908376
ZNF730	0.111908376
ZNF681	0.111908376
ZNF98	0.22731176
ZNF257	0.111908376
PLEKHF1	0.546332002
ZNF729	0.111908376
ZNF676	0.111908376
ZNF675	0.111908376
ZNF254	0.148215801
RPSAP58	0.186891869
ZNF492	0.186891869
UQCRFS1	0.655866444
ZNF99	0.111908376
C19orf12	0.198833391
ZNF91	0.273409843
ZNF724P	0.111908376
POP4	0.376176536
ZNF728	0.111908376
GPATCH1	0.426189721
LRP3	0.617782176
URI1	0.585828781
PDCD5	0.842442453
C19orf40	0.536830425
ZNF507	0.529262364
NUDT19	0.146139458
CEP89	0.14374274
ANKRD27	0.288511723
SLC7A10	0.455830157
SLC7A9	0.653257966
TSHZ3	0.72829324
DPY19L3	0.476227701
WDR88	0.146139458
CCNE1	0.684597015
ZNF536	0.80871886
RHPN2	0.590034246
RGS9BP	0.546332002
ZNF181	0.148215801
ZNF792	0.148215801
UBA2	0.831385493
LSM14A	0.624641776
PEPD	0.426189721
GRAMD1A	0.563471615
KCTD15	0.489934981
KIAA0355	0.492040008
ZNF599	0.111908376
WTIP	0.319299012
SCGB2B2	0.146139458
HPN	0.728550792
GPI	0.67356956
PDCD2L	0.148215801
ZNF30	0.111908376
CEBPG	0.774290979
ZNF302	0.174001515
SCN1B	0.276792467
CHST8	0.478272885
FXYD3	0.111908376
FXYD1	0.462445408
LGI4	0.198833391
DMKN	0.123297259
KRTDAP	0.290652424
SBSN	0.211700186
LSR	0.146139458
USF2	0.641521156
TMEM147	0.428644806
FFAR2	0.170125708
GAPDHS	0.661877632
HAMP	0.26062572
CD22	0.370788455
FXYD7	0.505683362
MAG	0.670882761
FAM187B	0.152543604
FFAR1	0.272162974
GPR42	0.317764372
FXYD5	0.273053437
PSENEN	0.671574891
RBM42	0.704433322
ZBTB32	0.256724298
LIN37	0.773705661
UPK1A	0.275012761
KMT2B	0.571837127
APLP1	0.597123981
U2AF1L4	0.146139458
KIRREL2	0.492684752
COX6B1	0.708818495
ARHGAP33	0.594703972
IGFLR1	0.146139458
PRODH2	0.146139458
NFKBID	0.523230076
ATP4A	0.670620084
NPHS1	0.723324299
C19orf55	0.123297259
HAUS5	0.27013588
ETV2	0.23696807
HSPB6	0.621434689
THAP8	0.123297259
ZFP14	0.326285273
POLR2I	0.79617542
ZFP82	0.519549906
HCST	0.180262446
CLIP3	0.661956608
COX7A1	0.212742656
ZNF565	0.257288069
ZNF260	0.247530133
ZNF146	0.529013634
SDHAF1	0.272162974
SYNE4	0.123297259
ALKBH6	0.579714477
WDR62	0.375137746
TYROBP	0.623940349
LRFN3	0.70702368
TBCB	0.514124811
ZNF566	0.38328284
CAPNS1	0.488754779
ZNF570	0.196652114
ZNF420	0.45512405
ZNF567	0.111908376
ZNF585B	0.259323955
HKR1	0.111908376
ZNF850	0.259323955
ZNF790	0.111908376
ZNF382	0.633151233
ZNF529	0.111908376
ZNF829	0.111908376
ZNF585A	0.380376667
ZNF568	0.111908376
ZNF540	0.132359073
ZNF461	0.111908376
ZNF569	0.247530133
ZNF527	0.111908376
ZNF793	0.111908376
ZNF383	0.239369243
ZNF345	0.168193251
ZNF573	0.111908376
SIPA1L3	0.563471615
SPRED3	0.678105235
FAM98C	0.180262446
ZNF607	0.146139458
PPP1R14A	0.505683362
SPINT2	0.210247278
KCNK6	0.266798615
ZNF571	0.111908376
DPF1	0.789073229
ZFP30	0.247530133
C19orf33	0.111908376
YIF1B	0.31858325
RYR1	0.636561334
CATSPERG	0.210247278
PSMD8	0.805930316
ZNF781	0.123297259
GGN	0.254139632
RASGRP4	0.654942453
CAPN12	0.170125708
RINL	0.280968875
PAPL	0.458953112
NCCRP1	0.311121404
EIF3K	0.703454256
PAK4	0.809006751
SARS2	0.402789861
NFKBIB	0.700975537
ECH1	0.171636716
MRPS12	0.611540556
CCER2	0.179693475
LGALS7B	0.237914741
LGALS7	0.237914741
HNRNPL	0.818333745
FBXO27	0.44160378
LGALS4	0.170125708
SIRT2	0.532014966
ACTN4	0.831385493
MAP4K1	0.693781972
FBXO17	0.208481908
TIMM50	0.588080525
DLL3	0.366955459
ZFP36	0.337023795
SELV	0.179693475
LGALS13	0.111908376
SYCN	0.243101463
LGALS16	0.111908376
IFNL1	0.111908376
EID2	0.249978125
LRFN1	0.789073229
GMFG	0.278688222
PLEKHG2	0.27013588
PAF1	0.735656083
IFNL2	0.111908376
SAMD4B	0.661956608
IFNL3	0.111908376
MED29	0.636594653
RPS16	0.610297799
SUPT5H	0.675177455
EID2B	0.139342904
ZNF780A	0.111908376
SERTAD3	0.659290612
DYRK1B	0.704433322
PLD3	0.427630723
ZNF546	0.111908376
AKT2	0.831385493
CNTD2	0.285495073
ZNF780B	0.111908376
C19orf47	0.484736234
LGALS14	0.111908376
PSMC4	0.773705661
CLC	0.111908376
PRX	0.336603045
HIPK4	0.241776288
TTC9B	0.459433138
FBL	0.839585781
MAP3K10	0.774626613
SERTAD1	0.701928437
SHKBP1	0.636561334
HNRNPUL1	0.831385493
AXL	0.736296356
NUMBL	0.784873009
CYP2B6	0.203408599
EGLN2	0.774626613
SNRPA	0.865763426
CYP2A13	0.193952069
CYP2F1	0.208481908
LTBP4	0.639925539
CYP2A6	0.138881207
ITPKC	0.519549906
RAB4B	0.313711941
MIA	0.111908376
C19orf54	0.144167379
ADCK4	0.195770636
CYP2A7	0.111908376
BLVRB	0.278688222
CYP2S1	0.240903229
CEACAM4	0.111908376
CEACAM7	0.111908376
RPS19	0.77079457
TGFB1	0.831385493
ATP5SL	0.146139458
TMEM91	0.266798615
DMRTC2	0.399163544
BCKDHA	0.165009961
EXOSC5	0.650331497
LYPD4	0.179693475
CEACAM3	0.138881207
B9D2	0.343682826
B3GNT8	0.170125708
CEACAM6	0.277726054
CEACAM5	0.193952069
CEACAM21	0.182144865
CCDC97	0.196595117
CD79A	0.454711556
CTC-435M10.3	0.186891869
GRIK5	0.670620084
DEDD2	0.658409715
MEGF8	0.519549906
GSK3A	0.677365482
CIC	0.597644687
ERF	0.784873009
CNFN	0.28995356
ZNF574	0.726806045
ZNF526	0.337023795
PRR19	0.171636716
LIPE	0.285948187
POU2F2	0.774626613
CEACAM1	0.570427001
CXCL17	0.123297259
PAFAH1B3	0.392928243
RABAC1	0.542237163
TMEM145	0.673830509
ARHGEF1	0.653864086
ATP1A3	0.774626613
ZNF576	0.180262446
PSG11	0.111908376
XRCC1	0.607809544
TEX101	0.123297259
ETHE1	0.599986732
PSG1	0.111908376
PSG4	0.111908376
SRRM5	0.123297259
PSG6	0.111908376
CEACAM8	0.111908376
PHLDB3	0.144167379
PSG9	0.111908376
PSG3	0.111908376
LYPD3	0.146139458
ZNF575	0.33848387
PSG2	0.111908376
PSG5	0.111908376
IRGQ	0.311623305
PSG8	0.111908376
ZNF230	0.132359073
ZNF155	0.111908376
SMG9	0.564474583
ZNF404	0.111908376
ZNF284	0.111908376
ZNF45	0.214144617
ZNF224	0.111908376
ZNF222	0.111908376
CADM4	0.70702368
ZNF428	0.395542026
PLAUR	0.643315017
ZNF223	0.111908376
ZNF226	0.111908376
LYPD5	0.179693475
ZNF225	0.111908376
ZNF283	0.111908376
KCNN4	0.39388299
ZNF221	0.111908376
IRGC	0.272162974
ZNF234	0.111908376
ZNF180	0.111908376
CBLC	0.339581251
CEACAM16	0.234216228
PVR	0.237736866
APOC2	0.146139458
ZNF229	0.111908376
ZNF112	0.214144617
ZNF235	0.111908376
ZNF285	0.158249199
APOE	0.460647643
BCL3	0.77079457
CEACAM19	0.123297259
APOC4	0.146139458
ZNF233	0.111908376
ZNF227	0.132359073
BCAM	0.313246071
TOMM40	0.685321391
PVRL2	0.538468421
APOC1	0.146139458
ZNF296	0.454684258
RELB	0.700975537
CD3EAP	0.412388772
EXOC3L2	0.418947697
NKPD1	0.3236835
BLOC1S3	0.272162974
PPP1R13L	0.767328441
CLASRP	0.563471615
CKM	0.439287335
TRAPPC6A	0.196595117
ERCC2	0.761255085
FOSB	0.774626613
KLC3	0.265656441
CLPTM1	0.661956608
ERCC1	0.636594653
MARK4	0.806311309
GEMIN7	0.552072108
FOXA3	0.479438841
DMWD	0.604156792
VASP	0.738514006
SYMPK	0.651785195
OPA3	0.322929591
SNRPD2	0.722600996
PPM1N	0.247176453
IRF2BP1	0.716703832
AC074212.3	0.123297259
GPR4	0.646326602
RTN2	0.322283506
EML2	0.246888831
MYPOP	0.37226215
SIX5	0.518897235
FBXO46	0.774626613
GIPR	0.238498077
QPCTL	0.293067575
DMPK	0.592463017
RSPH6A	0.146139458
PTGIR	0.439287335
IGFL1	0.111908376
PPP5C	0.858686686
CCDC61	0.275012761
CCDC8	0.233368546
CALM3	0.658409715
PGLYRP1	0.152543604
AC011484.1	0.285495073
NANOS2	0.139342904
PRKD2	0.774626613
GNG8	0.562793314
IGFL4	0.138881207
IGFL2	0.111908376
HIF3A	0.700521588
PNMAL1	0.146139458
IGFL3	0.138881207
PPP5D1	0.152543604
TMEM160	0.515755296
NPAS1	0.789073229
CCDC9	0.14374274
SAE1	0.831385493
BBC3	0.501689136
ZC3H4	0.579714477
SLC1A5	0.352919906
ARHGAP35	0.768304646
STRN4	0.774626613
KPTN	0.377643734
FKRP	0.417329907
C5AR1	0.212742656
DHX34	0.414402038
NAPA	0.738514006
C5AR2	0.146139458
AP2S1	0.774626613
MEIS3	0.318461716
GLTSCR2	0.735656083
TPRX1	0.111908376
CCDC114	0.171636716
LIG1	0.715312243
CARD8	0.145488262
EHD2	0.661956608
ZNF114	0.123297259
CRX	0.59203887
SULT2A1	0.123297259
TPRX2P	0.138881207
GLTSCR1	0.523230076
PLA2G4C	0.145488262
SYNGR4	0.146139458
TMEM143	0.170125708
SEPW1	0.170125708
ELSPBP1	0.165942669
EMP3	0.335331529
CABP5	0.241881713
GRIN2D	0.739532948
RASIP1	0.784873009
CYTH2	0.700975537
KCNJ14	0.375013441
KDELR1	0.597644687
CA11	0.675177455
GRWD1	0.77079457
RPL18	0.839585781
IZUMO1	0.206843033
NTN5	0.187832981
SULT2B1	0.313711941
SPACA4	0.237914741
FAM83E	0.146139458
SPHK2	0.272162974
DBP	0.529013634
MAMSTR	0.144167379
FGF21	0.17343317
FUT1	0.311721981
FUT2	0.146139458
PPP1R15A	0.351719558
HSD17B14	0.200845495
GYS1	0.766140997
FTL	0.540741086
NUCB1	0.48419559
PLEKHA4	0.375137746
CGB1	0.186891869
TULP2	0.171636716
BCAT2	0.208481908
DHDH	0.196595117
CGB	0.186891869
BAX	0.709107816
NTF4	0.284910262
CGB2	0.186891869
CGB8	0.111908376
CGB7	0.186891869
RUVBL2	0.831385493
KCNA7	0.293723911
LHB	0.111908376
CD37	0.391872078
TEAD2	0.781559467
RPL13A	0.809293807
SNRNP70	0.839585781
PPFIA3	0.742861331
FLT3LG	0.43246159
SLC17A7	0.798833311
LIN7B	0.784873009
DKKL1	0.146139458
RPS11	0.782960892
PTH2	0.289929897
HRC	0.17343317
SLC6A16	0.123297259
ALDH16A1	0.327572614
CCDC155	0.178924084
C19orf73	0.146139458
TRPM4	0.268348992
PIH1D1	0.731391132
PRR12	0.675177455
CPT1C	0.673830509
MED25	0.546634793
NOSIP	0.490926236
AP2A1	0.784873009
RCN3	0.290747881
BCL2L12	0.123297259
IRF3	0.626903057
PRMT1	0.675177455
TSKS	0.422697425
RRAS	0.755676985
ADM5	0.146139458
SCAF1	0.527193248
PNKP	0.575230479
PTOV1	0.479892105
TBC1D17	0.28195098
PRRG2	0.170125708
FUZ	0.167412758
AKT1S1	0.639852762
FCGRT	0.41919288
SPIB	0.518653154
IZUMO2	0.146139458
POLD1	0.519549906
LRRC4B	0.55908674
SIGLEC11	0.139342904
EMC10	0.247530133
FAM71E1	0.146139458
KCNC3	0.674306154
JOSD2	0.278632373
IL4I1	0.454684258
ASPDH	0.144167379
NUP62	0.663794339
MYBPC2	0.207846448
ZNF473	0.485276997
ATF5	0.170125708
NR1H2	0.739532948
NAPSA	0.123297259
VRK3	0.172807097
MYH14	0.594703972
SYT3	0.726375937
GPR32	0.180262446
KLK9	0.146139458
KLK4	0.219635889
KLK11	0.234216228
KLK6	0.585398495
KLK1	0.138881207
KLK13	0.486916542
C19orf48	0.123297259
KLK8	0.17343317
KLK12	0.146139458
SHANK1	0.699857533
KLK7	0.179693475
KLK10	0.179693475
KLK2	0.165942669
ACPT	0.170125708
KLK3	0.329879493
KLK15	0.162425831
KLK5	0.203408599
CLEC11A	0.297090203
LIM2	0.169639766
SIGLEC12	0.111908376
SIGLEC8	0.158249199
KLK14	0.146139458
SIGLEC10	0.402789861
CEACAM18	0.146139458
ETFB	0.209521681
SIGLECL1	0.123297259
CTU1	0.468020469
SIGLEC9	0.111908376
NKG7	0.123297259
